"watches_name","watches_url","watches_Features_name","watches_Features_values_name"
"Apple Watch Edition (1st generation) - Technical Specifications","https://support.apple.com/kb/SP737?viewlocale=en_US&locale=en_US","Apple Watch Edition features","Wi-Fi (802.11b/g/n 2.4GHz)"
"Apple Watch Edition (1st generation) - Technical Specifications","https://support.apple.com/kb/SP737?viewlocale=en_US&locale=en_US","Apple Watch Edition features","Bluetooth 4.0"
"Apple Watch Edition (1st generation) - Technical Specifications","https://support.apple.com/kb/SP737?viewlocale=en_US&locale=en_US","Apple Watch Edition features","Up to 18 hours of battery life1"
"Apple Watch Edition (1st generation) - Technical Specifications","https://support.apple.com/kb/SP737?viewlocale=en_US&locale=en_US","Apple Watch Edition features","Water resistant2"
"Apple Watch Edition (1st generation) - Technical Specifications","https://support.apple.com/kb/SP737?viewlocale=en_US&locale=en_US","Apple Watch Edition features","watchOS 2"
"Apple Watch Edition (1st generation) - Technical Specifications","https://support.apple.com/kb/SP737?viewlocale=en_US&locale=en_US","What’s in the box","Apple Watch"
"Apple Watch Edition (1st generation) - Technical Specifications","https://support.apple.com/kb/SP737?viewlocale=en_US&locale=en_US","What’s in the box","Magnetic charging case"
"Apple Watch Edition (1st generation) - Technical Specifications","https://support.apple.com/kb/SP737?viewlocale=en_US&locale=en_US","What’s in the box","Magnetic charging cable (2 m)"
"Apple Watch Edition (1st generation) - Technical Specifications","https://support.apple.com/kb/SP737?viewlocale=en_US&locale=en_US","What’s in the box","Lightning to USB cable"
"Apple Watch Edition (1st generation) - Technical Specifications","https://support.apple.com/kb/SP737?viewlocale=en_US&locale=en_US","What’s in the box","USB power adapter (5W)"
"Apple Watch Edition (1st generation) - Technical Specifications","https://support.apple.com/kb/SP737?viewlocale=en_US&locale=en_US","What’s in the box","Band (Sport Band includes band that can be configured for either S/M or M/L length)"
"Apple Watch Edition (1st generation) - Technical Specifications","https://support.apple.com/kb/SP737?viewlocale=en_US&locale=en_US","What’s in the box","Quick start guide"
"Apple Watch Edition (1st generation) - Technical Specifications","https://support.apple.com/kb/SP737?viewlocale=en_US&locale=en_US","Language","Language Support
English (Australia, UK, U.S.), Chinese (Simplified, Traditional, Traditional Hong Kong), French (Canada, France), German, Italian, Japanese, Korean, Spanish (Latin America, Mexico, Spain), Arabic, Catalan, Croatian, Czech, Danish, Dutch, Finnish, Greek, Hebrew, Hungarian, Indonesian, Malay, Norwegian, Polish, Portuguese (Brazil, Portugal), Romanian, Russian, Slovak, Swedish, Thai, Turkish, Ukrainian, Vietnamese"
"Apple Watch Edition (1st generation) - Technical Specifications","https://support.apple.com/kb/SP737?viewlocale=en_US&locale=en_US","Language","Dictation languages
English (Australia, Canada, India, Ireland, New Zealand, Philippines, Singapore, South Africa, UK, U.S.), Spanish (Chile, Colombia, Mexico, Spain, U.S.), French (Belgium, Canada, France, Switzerland), German (Austria, Germany, Switzerland), Italian (Italy, Switzerland), Japanese, Korean, Mandarin (China mainland, Taiwan), Cantonese (Hong Kong), Arabic (Saudi Arabia, United Arab Emirates), Catalan, Croatian, Czech, Danish (Denmark), Dutch (Belgium, Netherlands), Finnish, Greek, Hebrew (Israel), Hungarian, Indonesian, Malaysian, Norwegian (Norway), Polish, Portuguese (Brazil, Portugal), Romanian, Russian (Russia), Slovakian, Swedish (Sweden), Turkish (Turkey), Thai (Thailand), Ukrainian, Vietnamese"
"Apple Watch Edition (1st generation) - Technical Specifications","https://support.apple.com/kb/SP737?viewlocale=en_US&locale=en_US","Language","Siri languages
English (Australia, Canada, India, New Zealand, Singapore, UK, U.S.), Spanish (Mexico, Spain, U.S.), French (Belgium, Canada, France, Switzerland), German (Austria, Germany, Switzerland), Italian (Italy, Switzerland), Japanese, Korean, Mandarin (China mainland, Taiwan), Cantonese (Hong Kong), Arabic (Saudi Arabia, United Arab Emirates), Danish (Denmark), Dutch (Belgium, Netherlands), Finnish (Finland), Hebrew (Israel), Malay (Malaysia), Norwegian (Norway), Russian (Russia), Swedish (Sweden), Turkish (Turkey), Thai (Thailand), Portuguese (Brazil)"
"Apple Watch Sport (1st generation) - Technical Specifications","https://support.apple.com/kb/SP736?viewlocale=en_US&locale=en_US","38mm (A1553)",""
"Apple Watch Sport (1st generation) - Technical Specifications","https://support.apple.com/kb/SP736?viewlocale=en_US&locale=en_US","42mm (A1554)",""
"Apple Watch Sport (1st generation) - Technical Specifications","https://support.apple.com/kb/SP736?viewlocale=en_US&locale=en_US","Apple Watch Sport features","Silver, space gray, gold, or rose gold anodized aluminum case"
"Apple Watch Sport (1st generation) - Technical Specifications","https://support.apple.com/kb/SP736?viewlocale=en_US&locale=en_US","Apple Watch Sport features","Ion-X glass"
"Apple Watch Sport (1st generation) - Technical Specifications","https://support.apple.com/kb/SP736?viewlocale=en_US&locale=en_US","Apple Watch Sport features","Retina display with Force Touch"
"Apple Watch Sport (1st generation) - Technical Specifications","https://support.apple.com/kb/SP736?viewlocale=en_US&locale=en_US","Apple Watch Sport features","Composite back"
"Apple Watch Sport (1st generation) - Technical Specifications","https://support.apple.com/kb/SP736?viewlocale=en_US&locale=en_US","Apple Watch Sport features","Digital Crown"
"Apple Watch Sport (1st generation) - Technical Specifications","https://support.apple.com/kb/SP736?viewlocale=en_US&locale=en_US","Apple Watch Sport features","Heart rate sensor, accelerometer, and gyroscope"
"Apple Watch Sport (1st generation) - Technical Specifications","https://support.apple.com/kb/SP736?viewlocale=en_US&locale=en_US","Apple Watch Sport features","Ambient light sensor"
"Apple Watch Sport (1st generation) - Technical Specifications","https://support.apple.com/kb/SP736?viewlocale=en_US&locale=en_US","Apple Watch Sport features","Speaker and microphone"
"Apple Watch Sport (1st generation) - Technical Specifications","https://support.apple.com/kb/SP736?viewlocale=en_US&locale=en_US","Apple Watch Sport features","Wi-Fi (802.11b/g/n 2.4GHz)"
"Apple Watch Sport (1st generation) - Technical Specifications","https://support.apple.com/kb/SP736?viewlocale=en_US&locale=en_US","Apple Watch Sport features","Bluetooth 4.0"
"Apple Watch Sport (1st generation) - Technical Specifications","https://support.apple.com/kb/SP736?viewlocale=en_US&locale=en_US","Apple Watch Sport features","Up to 18 hours of battery life1"
"Apple Watch Sport (1st generation) - Technical Specifications","https://support.apple.com/kb/SP736?viewlocale=en_US&locale=en_US","Apple Watch Sport features","Water resistant2"
"Apple Watch Sport (1st generation) - Technical Specifications","https://support.apple.com/kb/SP736?viewlocale=en_US&locale=en_US","Apple Watch Sport features","watchOS 2"
"Apple Watch Sport (1st generation) - Technical Specifications","https://support.apple.com/kb/SP736?viewlocale=en_US&locale=en_US","What’s in the box","Apple Watch"
"Apple Watch Sport (1st generation) - Technical Specifications","https://support.apple.com/kb/SP736?viewlocale=en_US&locale=en_US","What’s in the box","Magnetic charging cable (2 m)"
"Apple Watch Sport (1st generation) - Technical Specifications","https://support.apple.com/kb/SP736?viewlocale=en_US&locale=en_US","What’s in the box","USB power adapter (5W)"
"Apple Watch Sport (1st generation) - Technical Specifications","https://support.apple.com/kb/SP736?viewlocale=en_US&locale=en_US","What’s in the box","Band (Sport Band includes band that can be configured for either S/M or M/L length)"
"Apple Watch Sport (1st generation) - Technical Specifications","https://support.apple.com/kb/SP736?viewlocale=en_US&locale=en_US","What’s in the box","Quick start guide"
"Apple Watch Sport (1st generation) - Technical Specifications","https://support.apple.com/kb/SP736?viewlocale=en_US&locale=en_US","Language","Language Support
English (Australia, UK, U.S.), Chinese (Simplified, Traditional, Traditional Hong Kong), French (Canada, France), German, Italian, Japanese, Korean, Spanish (Latin America, Mexico, Spain), Arabic, Catalan, Croatian, Czech, Danish, Dutch, Finnish, Greek, Hebrew, Hungarian, Indonesian, Malay, Norwegian, Polish, Portuguese (Brazil, Portugal), Romanian, Russian, Slovak, Swedish, Thai, Turkish, Ukrainian, Vietnamese"
"Apple Watch Sport (1st generation) - Technical Specifications","https://support.apple.com/kb/SP736?viewlocale=en_US&locale=en_US","Language","Dictation languages
English (Australia, Canada, India, Ireland, New Zealand, Philippines, Singapore, South Africa, UK, U.S.), Spanish (Chile, Colombia, Mexico, Spain, U.S.), French (Belgium, Canada, France, Switzerland), German (Austria, Germany, Switzerland), Italian (Italy, Switzerland), Japanese, Korean, Mandarin (China mainland, Taiwan), Cantonese (Hong Kong), Arabic (Saudi Arabia, United Arab Emirates), Catalan, Croatian, Czech, Danish (Denmark), Dutch (Belgium, Netherlands), Finnish, Greek, Hebrew (Israel), Hungarian, Indonesian, Malaysian, Norwegian (Norway), Polish, Portuguese (Brazil, Portugal), Romanian, Russian (Russia), Slovakian, Swedish (Sweden), Turkish (Turkey), Thai (Thailand), Ukrainian, Vietnamese"
"Apple Watch Sport (1st generation) - Technical Specifications","https://support.apple.com/kb/SP736?viewlocale=en_US&locale=en_US","Language","Siri languages
English (Australia, Canada, India, New Zealand, Singapore, UK, U.S.), Spanish (Mexico, Spain, U.S.), French (Belgium, Canada, France, Switzerland), German (Austria, Germany, Switzerland), Italian (Italy, Switzerland), Japanese, Korean, Mandarin (China mainland, Taiwan), Cantonese (Hong Kong), Arabic (Saudi Arabia, United Arab Emirates), Danish (Denmark), Dutch (Belgium, Netherlands), Finnish (Finland), Hebrew (Israel), Malay (Malaysia), Norwegian (Norway), Russian (Russia), Swedish (Sweden), Turkish (Turkey), Thai (Thailand), Portuguese (Brazil)"
