"listingValue","product_name","product_url","product_features_name","product_features_Values_name","remove"
"","MacBook Pro (Retina, 15-inch, Mid 2015) - Technical Specifications","https://support.apple.com/kb/SP719?viewlocale=en_US&locale=en_US","Built-in Apps4","Safari","1"
"","MacBook Pro (Retina, 15-inch, Mid 2015) - Technical Specifications","https://support.apple.com/kb/SP719?viewlocale=en_US&locale=en_US","Built-in Apps4","Mail","1"
"","MacBook Pro (Retina, 15-inch, Mid 2015) - Technical Specifications","https://support.apple.com/kb/SP719?viewlocale=en_US&locale=en_US","Built-in Apps4","FaceTime","1"
"","MacBook Pro (Retina, 15-inch, Mid 2015) - Technical Specifications","https://support.apple.com/kb/SP719?viewlocale=en_US&locale=en_US","Built-in Apps4","Messages","1"
"","MacBook Pro (Retina, 15-inch, Mid 2015) - Technical Specifications","https://support.apple.com/kb/SP719?viewlocale=en_US&locale=en_US","Built-in Apps4","Maps","1"
"","MacBook Pro (Retina, 15-inch, Mid 2015) - Technical Specifications","https://support.apple.com/kb/SP719?viewlocale=en_US&locale=en_US","Built-in Apps4","Notes","1"
"","MacBook Pro (Retina, 15-inch, Mid 2015) - Technical Specifications","https://support.apple.com/kb/SP719?viewlocale=en_US&locale=en_US","Built-in Apps4","Calendar","1"
"","MacBook Pro (Retina, 15-inch, Mid 2015) - Technical Specifications","https://support.apple.com/kb/SP719?viewlocale=en_US&locale=en_US","Built-in Apps4","Contacts","1"
"","MacBook Pro (Retina, 15-inch, Mid 2015) - Technical Specifications","https://support.apple.com/kb/SP719?viewlocale=en_US&locale=en_US","Built-in Apps4","Reminders","1"
"","MacBook Pro (Retina, 15-inch, Mid 2015) - Technical Specifications","https://support.apple.com/kb/SP719?viewlocale=en_US&locale=en_US","Built-in Apps4","Photo Booth","1"
"","MacBook Pro (Retina, 15-inch, Mid 2015) - Technical Specifications","https://support.apple.com/kb/SP719?viewlocale=en_US&locale=en_US","Built-in Apps4","Preview","1"
"","MacBook Pro (Retina, 15-inch, Mid 2015) - Technical Specifications","https://support.apple.com/kb/SP719?viewlocale=en_US&locale=en_US","Built-in Apps4","iTunes","1"
"","MacBook Pro (Retina, 15-inch, Mid 2015) - Technical Specifications","https://support.apple.com/kb/SP719?viewlocale=en_US&locale=en_US","Built-in Apps4","iBooks","1"
"","MacBook Pro (Retina, 15-inch, Mid 2015) - Technical Specifications","https://support.apple.com/kb/SP719?viewlocale=en_US&locale=en_US","Built-in Apps4","App Store","1"
"","MacBook Pro (Retina, 15-inch, Mid 2015) - Technical Specifications","https://support.apple.com/kb/SP719?viewlocale=en_US&locale=en_US","Built-in Apps4","Time Machine","1"
"","MacBook Pro (Retina, 15-inch, Mid 2015) - Technical Specifications","https://support.apple.com/kb/SP719?viewlocale=en_US&locale=en_US","What’s in the Box","MacBook Pro","1"
"","MacBook Pro (Retina, 15-inch, Mid 2015) - Technical Specifications","https://support.apple.com/kb/SP719?viewlocale=en_US&locale=en_US","What’s in the Box","MagSafe 2 Power Adapter","1"
"","MacBook Pro (Retina, 15-inch, Mid 2015) - Technical Specifications","https://support.apple.com/kb/SP719?viewlocale=en_US&locale=en_US","What’s in the Box","Power cord","1"
"","MacBook Pro (Retina, 15-inch, Mid 2015) - Technical Specifications","https://support.apple.com/kb/SP719?viewlocale=en_US&locale=en_US","What’s in the Box","AC wall plug","1"
"","MacBook Pro (Retina, 15-inch, Mid 2015) - Technical Specifications","https://support.apple.com/kb/SP719?viewlocale=en_US&locale=en_US","Configure to Order","","1"
"","MacBook Pro (Retina, 15-inch, Mid 2015) - Technical Specifications","https://support.apple.com/kb/SP719?viewlocale=en_US&locale=en_US","MacBook Pro and the Environment","","1"
"","MacBook Pro (Retina, 15-inch, Mid 2015) - Technical Specifications","https://support.apple.com/kb/SP719?viewlocale=en_US&locale=en_US","Acoustic Performance","","1"
"","MacBook Pro (Retina, 15-inch, Mid 2015) - Technical Specifications","https://support.apple.com/kb/SP719?viewlocale=en_US&locale=en_US","Accessories","","1"
"","MacBook Pro (Retina, 13-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP715?viewlocale=en_US&locale=en_US","Display","Retina display","1"
"","MacBook Pro (Retina, 13-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP715?viewlocale=en_US&locale=en_US","Display","13.3-inch (diagonal) LED-backlit display with IPS technology; 2560-by-1600 native resolution at 227 pixels per inch with support for millions of colors","1"
"","MacBook Pro (Retina, 13-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP715?viewlocale=en_US&locale=en_US","Display","Supported scaled resolutions:
1680 by 1050
1440 by 900
1024 by 640","1"
"","MacBook Pro (Retina, 13-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP715?viewlocale=en_US&locale=en_US","Display","300 nits brightness","1"
"","MacBook Pro (Retina, 13-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP715?viewlocale=en_US&locale=en_US","Display","Standard color gamut (sRGB)","1"
"","MacBook Pro (Retina, 13-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP715?viewlocale=en_US&locale=en_US","Display","900:1 contrast ratio","1"
"","MacBook Pro (Retina, 13-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP715?viewlocale=en_US&locale=en_US","Processor","2.7GHz - 128GB
2.7GHz dual-core Intel Core i5 processor (Turbo Boost up to 3.1GHz) with 3MB shared L3 cache
Configurable to 2.9GHz dual-core Intel Core i5 (Turbo Boost up to 3.3GHz) with 3MB shared L3 cache or 3.1GHz dual-core Intel Core i7 (Turbo Boost up to 3.4GHz) with 4MB shared L3 cache.","1"
"","MacBook Pro (Retina, 13-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP715?viewlocale=en_US&locale=en_US","Processor","2.7GHz - 256GB
2.7GHz dual-core Intel Core i5 processor (Turbo Boost up to 3.1GHz) with 3MB shared L3 cache
Configurable to 2.9GHz dual-core Intel Core i5 (Turbo Boost up to 3.3GHz) with 3MB shared L3 cache or 3.1GHz dual-core Intel Core i7 (Turbo Boost up to 3.4GHz) with 4MB shared L3 cache.","1"
"","MacBook Pro (Retina, 13-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP715?viewlocale=en_US&locale=en_US","Processor","2.9GHz
2.9GHz dual-core Intel Core i5 processor (Turbo Boost up to 3.3GHz) with 3MB shared L3 cache
Configurable to 3.1GHz dual-core Intel Core i7 (Turbo Boost up to 3.4GHz) with 4MB shared L3 cache.","1"
"","MacBook Pro (Retina, 13-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP715?viewlocale=en_US&locale=en_US","Memory","8GB of 1866MHz LPDDR3 onboard memory
Configurable to 16GB.","1"
"","MacBook Pro (Retina, 13-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP715?viewlocale=en_US&locale=en_US","Storage1","2.7GHz - 128GB
128GB PCIe-based flash storage","1"
"","MacBook Pro (Retina, 13-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP715?viewlocale=en_US&locale=en_US","Storage1","2.7GHz - 256GB
256GB PCIe-based flash storage","1"
"","MacBook Pro (Retina, 13-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP715?viewlocale=en_US&locale=en_US","Storage1","2.9GHz
512GB PCIe-based flash storage
Configurable to 1TB flash storage.","1"
"","MacBook Pro (Retina, 13-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP715?viewlocale=en_US&locale=en_US","Size and Weight","Height: 0.71 inch (1.8 cm)","1"
"","MacBook Pro (Retina, 13-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP715?viewlocale=en_US&locale=en_US","Size and Weight","Width: 12.35 inches (31.4 cm)","1"
"","MacBook Pro (Retina, 13-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP715?viewlocale=en_US&locale=en_US","Size and Weight","Depth: 8.62 inches (21.9 cm)","1"
"","MacBook Pro (Retina, 13-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP715?viewlocale=en_US&locale=en_US","Size and Weight","Weight: 3.48 pounds (1.58 kg)2","1"
"","MacBook Pro (Retina, 13-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP715?viewlocale=en_US&locale=en_US","Graphics and Video Support","Intel Iris Graphics 6100","1"
"","MacBook Pro (Retina, 13-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP715?viewlocale=en_US&locale=en_US","Graphics and Video Support","Dual display and video mirroring: Simultaneously supports full native resolution on the built-in display and up to 3840 by 2160 pixels on up to two external displays, both at millions of colors.","1"
"","MacBook Pro (Retina, 13-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP715?viewlocale=en_US&locale=en_US","Graphics and Video Support","Thunderbolt digital video output
Native Mini DisplayPort output
DVI, VGA, dual-link DVI, and HDMI output supported using Mini DisplayPort adapters (sold separately)","1"
"","MacBook Pro (Retina, 13-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP715?viewlocale=en_US&locale=en_US","Graphics and Video Support","HDMI video output
Support for 1080p resolution at up to 60Hz
Support for 3840-by-2160 resolution at 30Hz
Support for 4096-by-2160 resolution at 24Hz","1"
"","MacBook Pro (Retina, 13-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP715?viewlocale=en_US&locale=en_US","Camera","720p FaceTime HD camera","1"
"","MacBook Pro (Retina, 13-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP715?viewlocale=en_US&locale=en_US","Connections and Expansion","MagSafe 2 power port","1"
"","MacBook Pro (Retina, 13-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP715?viewlocale=en_US&locale=en_US","Connections and Expansion","Two Thunderbolt 2 ports (up to 20 Gbps)","1"
"","MacBook Pro (Retina, 13-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP715?viewlocale=en_US&locale=en_US","Connections and Expansion","Two USB 3 ports (up to 5 Gbps)","1"
"","MacBook Pro (Retina, 13-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP715?viewlocale=en_US&locale=en_US","Connections and Expansion","HDMI port","1"
"","MacBook Pro (Retina, 13-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP715?viewlocale=en_US&locale=en_US","Connections and Expansion","3.5 mm headphone jack","1"
"","MacBook Pro (Retina, 13-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP715?viewlocale=en_US&locale=en_US","Connections and Expansion","SDXC card slot","1"
"","MacBook Pro (Retina, 13-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP715?viewlocale=en_US&locale=en_US","Connections and Expansion","Apple Thunderbolt to FireWire Adapter (sold separately)","1"
"","MacBook Pro (Retina, 13-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP715?viewlocale=en_US&locale=en_US","Connections and Expansion","Apple Thunderbolt to Gigabit Ethernet Adapter (sold separately)","1"
"","MacBook Pro (Retina, 13-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP715?viewlocale=en_US&locale=en_US","Wireless","Wi-Fi
802.11ac Wi-Fi wireless networking; IEEE 802.11a/b/g/n compatible","1"
"","MacBook Pro (Retina, 13-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP715?viewlocale=en_US&locale=en_US","Wireless","Bluetooth
Bluetooth 4.0 wireless technology","1"
"","MacBook Pro (Retina, 13-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP715?viewlocale=en_US&locale=en_US","Audio","Stereo speakers","1"
"","MacBook Pro (Retina, 13-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP715?viewlocale=en_US&locale=en_US","Audio","Dual microphones","1"
"","MacBook Pro (Retina, 13-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP715?viewlocale=en_US&locale=en_US","Audio","3.5 mm headphone jack
Support for Apple iPhone headset with remote and microphone
Support for audio line out (digital/analog)","1"
"","MacBook Pro (Retina, 13-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP715?viewlocale=en_US&locale=en_US","Keyboard and Trackpad","Full-size backlit keyboard with 78 (U.S.) or 79 (ISO) keys, including 12 function keys and 4 arrow keys (inverted “T” arrangement) with ambient light sensor","1"
"","MacBook Pro (Retina, 13-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP715?viewlocale=en_US&locale=en_US","Keyboard and Trackpad","Force Touch trackpad for precise cursor control and pressure-sensing capabilities; enables Force clicks, accelerators, pressure-sensitive drawing, and Multi-Touch gestures","1"
"","MacBook Pro (Retina, 13-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP715?viewlocale=en_US&locale=en_US","Battery and Power3","Up to 10 hours wireless web","1"
"","MacBook Pro (Retina, 13-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP715?viewlocale=en_US&locale=en_US","Battery and Power3","Up to 12 hours iTunes movie playback","1"
"","MacBook Pro (Retina, 13-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP715?viewlocale=en_US&locale=en_US","Battery and Power3","Up to 30 days of standby time","1"
"","MacBook Pro (Retina, 13-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP715?viewlocale=en_US&locale=en_US","Battery and Power3","Built-in 74.9-watt-hour lithium-polymer battery","1"
"","MacBook Pro (Retina, 13-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP715?viewlocale=en_US&locale=en_US","Battery and Power3","60W MagSafe 2 Power Adapter with cable management system; MagSafe 2 power port","1"
"","MacBook Pro (Retina, 13-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP715?viewlocale=en_US&locale=en_US","Electrical and Operating Requirements","Line voltage: 100V to 240V AC","1"
"","MacBook Pro (Retina, 13-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP715?viewlocale=en_US&locale=en_US","Electrical and Operating Requirements","Frequency: 50Hz to 60Hz","1"
"","MacBook Pro (Retina, 13-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP715?viewlocale=en_US&locale=en_US","Electrical and Operating Requirements","Operating temperature: 50° to 95° F (10° to 35° C)","1"
"","MacBook Pro (Retina, 13-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP715?viewlocale=en_US&locale=en_US","Electrical and Operating Requirements","Storage temperature: –13° to 113° F (–25° to 45° C)","1"
"","MacBook Pro (Retina, 13-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP715?viewlocale=en_US&locale=en_US","Electrical and Operating Requirements","Relative humidity: 0% to 90% noncondensing","1"
"","MacBook Pro (Retina, 13-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP715?viewlocale=en_US&locale=en_US","Electrical and Operating Requirements","Operating altitude: tested up to 10,000 feet","1"
"","MacBook Pro (Retina, 13-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP715?viewlocale=en_US&locale=en_US","Electrical and Operating Requirements","Maximum storage altitude: 15,000 feet","1"
"","MacBook Pro (Retina, 13-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP715?viewlocale=en_US&locale=en_US","Electrical and Operating Requirements","Maximum shipping altitude: 35,000 feet","1"
"","MacBook Pro (Retina, 13-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP715?viewlocale=en_US&locale=en_US","Operating System","","1"
"","MacBook Pro (Retina, 13-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP715?viewlocale=en_US&locale=en_US","Accessibility","","1"
"","MacBook Pro (Retina, 13-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP715?viewlocale=en_US&locale=en_US","Built-in Apps5","Photos","1"
"","MacBook Pro (Retina, 13-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP715?viewlocale=en_US&locale=en_US","Built-in Apps5","iMovie","1"
"","MacBook Pro (Retina, 13-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP715?viewlocale=en_US&locale=en_US","Built-in Apps5","GarageBand","1"
"","MacBook Pro (Retina, 13-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP715?viewlocale=en_US&locale=en_US","Built-in Apps5","Pages","1"
"","MacBook Pro (Retina, 13-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP715?viewlocale=en_US&locale=en_US","Built-in Apps5","Numbers","1"
"","MacBook Pro (Retina, 13-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP715?viewlocale=en_US&locale=en_US","Built-in Apps5","Keynote","1"
"","MacBook Pro (Retina, 13-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP715?viewlocale=en_US&locale=en_US","Built-in Apps5","Siri","1"
"","MacBook Pro (Retina, 13-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP715?viewlocale=en_US&locale=en_US","Built-in Apps5","Safari","1"
"","MacBook Pro (Retina, 13-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP715?viewlocale=en_US&locale=en_US","Built-in Apps5","Mail","1"
"","MacBook Pro (Retina, 13-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP715?viewlocale=en_US&locale=en_US","Built-in Apps5","FaceTime","1"
"","MacBook Pro (Retina, 13-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP715?viewlocale=en_US&locale=en_US","Built-in Apps5","Messages","1"
"","MacBook Pro (Retina, 13-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP715?viewlocale=en_US&locale=en_US","Built-in Apps5","Maps","1"
"","MacBook Pro (Retina, 13-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP715?viewlocale=en_US&locale=en_US","Built-in Apps5","Notes","1"
"","MacBook Pro (Retina, 13-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP715?viewlocale=en_US&locale=en_US","Built-in Apps5","Calendar","1"
"","MacBook Pro (Retina, 13-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP715?viewlocale=en_US&locale=en_US","Built-in Apps5","Contacts","1"
"","MacBook Pro (Retina, 13-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP715?viewlocale=en_US&locale=en_US","Built-in Apps5","Reminders","1"
"","MacBook Pro (Retina, 13-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP715?viewlocale=en_US&locale=en_US","Built-in Apps5","Photo Booth","1"
"","MacBook Pro (Retina, 13-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP715?viewlocale=en_US&locale=en_US","Built-in Apps5","Preview","1"
"","MacBook Pro (Retina, 13-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP715?viewlocale=en_US&locale=en_US","Built-in Apps5","iTunes","1"
"","MacBook Pro (Retina, 13-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP715?viewlocale=en_US&locale=en_US","Built-in Apps5","iBooks","1"
"","MacBook Pro (Retina, 13-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP715?viewlocale=en_US&locale=en_US","Built-in Apps5","App Store","1"
"","MacBook Pro (Retina, 13-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP715?viewlocale=en_US&locale=en_US","Built-in Apps5","Time Machine","1"
"","MacBook Pro (Retina, 13-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP715?viewlocale=en_US&locale=en_US","Limited Warranty and Service","","1"
"","MacBook Pro (Retina, 13-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP715?viewlocale=en_US&locale=en_US","What’s in the Box","MacBook Pro","1"
"","MacBook Pro (Retina, 13-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP715?viewlocale=en_US&locale=en_US","What’s in the Box","MagSafe 2 Power Adapter","1"
"","MacBook Pro (Retina, 13-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP715?viewlocale=en_US&locale=en_US","What’s in the Box","Power cord","1"
"","MacBook Pro (Retina, 13-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP715?viewlocale=en_US&locale=en_US","What’s in the Box","AC wall plug","1"
"","MacBook Pro (Retina, 13-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP715?viewlocale=en_US&locale=en_US","Configure to Order","","1"
"","MacBook Pro (Retina, 13-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP715?viewlocale=en_US&locale=en_US","MacBook Pro and the Environment","","1"
"","MacBook Pro (Retina, 13-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP715?viewlocale=en_US&locale=en_US","Acoustic Performance","","1"
"","MacBook Pro (Retina, 13-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP715?viewlocale=en_US&locale=en_US","Accessories","","1"
"","MacBook Air (11-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP713?viewlocale=en_US&locale=en_US","Display","11.6-inch (diagonal) LED-backlit glossy widescreen display with support for millions of colors","1"
"","MacBook Air (11-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP713?viewlocale=en_US&locale=en_US","Display","Supported resolutions: 1366 by 768 (native), 1344 by 756, and 1280 by 720 pixels at 16:9 aspect ratio; 1152 by 720 and 1024 by 640 pixels at 16:10 aspect ratio; 1024 by 768 and 800 by 600 pixels at 4:3 aspect ratio","1"
"","MacBook Air (11-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP713?viewlocale=en_US&locale=en_US","Storage1","128GB
128GB PCIe-based flash storage","1"
"","MacBook Air (11-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP713?viewlocale=en_US&locale=en_US","Storage1","256GB
256GB PCIe-based flash storage
Configurable to 512GB flash storage.","1"
"","MacBook Air (11-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP713?viewlocale=en_US&locale=en_US","Processor","1.6GHz dual-core Intel Core i5 (Turbo Boost up to 2.7GHz) with 3MB shared L3 cache
Configurable to 2.2GHz dual-core Intel Core i7 (Turbo Boost up to 3.2GHz) with 4MB shared L3 cache.","1"
"","MacBook Air (11-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP713?viewlocale=en_US&locale=en_US","Memory","4GB of 1600MHz LPDDR3 onboard memory
Configurable to 8GB.","1"
"","MacBook Air (11-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP713?viewlocale=en_US&locale=en_US","Battery and Power 2","Up to 9 hours wireless web","1"
"","MacBook Air (11-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP713?viewlocale=en_US&locale=en_US","Battery and Power 2","Up to 10 hours iTunes movie playback","1"
"","MacBook Air (11-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP713?viewlocale=en_US&locale=en_US","Battery and Power 2","Up to 30 days standby time","1"
"","MacBook Air (11-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP713?viewlocale=en_US&locale=en_US","Battery and Power 2","Built‑in 38‑watt‑hour lithium‑polymer battery","1"
"","MacBook Air (11-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP713?viewlocale=en_US&locale=en_US","Battery and Power 2","45W MagSafe 2 Power Adapter with cable management; MagSafe 2 power port","1"
"","MacBook Air (11-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP713?viewlocale=en_US&locale=en_US","Size and Weight","Height: 0.11-0.68 inch (0.3-1.7 cm)","1"
"","MacBook Air (11-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP713?viewlocale=en_US&locale=en_US","Size and Weight","Width: 11.8 inches (30 cm)","1"
"","MacBook Air (11-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP713?viewlocale=en_US&locale=en_US","Size and Weight","Depth: 7.56 inches (19.2 cm)","1"
"","MacBook Air (11-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP713?viewlocale=en_US&locale=en_US","Size and Weight","Weight: 2.38 pounds (1.08 kg)3","1"
"","MacBook Air (11-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP713?viewlocale=en_US&locale=en_US","Graphics and Video Support","Intel HD Graphics 6000","1"
"","MacBook Air (11-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP713?viewlocale=en_US&locale=en_US","Graphics and Video Support","Dual display and video mirroring: Simultaneously supports full native resolution on the built-in display and up to 3840 by 2160 pixels on an external display, both at millions of colors","1"
"","MacBook Air (11-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP713?viewlocale=en_US&locale=en_US","Graphics and Video Support","Thunderbolt digital video output
Native Mini DisplayPort output
DVI output using Mini DisplayPort to DVI Adapter (sold separately)
VGA output using Mini DisplayPort to VGA Adapter (sold separately)
Dual-link DVI output using Mini DisplayPort to Dual-Link DVI Adapter (sold separately)
HDMI audio and video output using third-party Mini DisplayPort to HDMI Adapter (sold separately)","1"
"","MacBook Air (11-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP713?viewlocale=en_US&locale=en_US","Camera","720p FaceTime HD camera","1"
"","MacBook Air (11-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP713?viewlocale=en_US&locale=en_US","Charging and Expansion","Two USB 3 ports (up to 5 Gbps)","1"
"","MacBook Air (11-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP713?viewlocale=en_US&locale=en_US","Charging and Expansion","Thunderbolt 2 port (up to 20 Gbps)","1"
"","MacBook Air (11-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP713?viewlocale=en_US&locale=en_US","Charging and Expansion","MagSafe 2 power port","1"
"","MacBook Air (11-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP713?viewlocale=en_US&locale=en_US","Wireless","Wi-Fi
802.11ac Wi-Fi wireless networking; IEEE 802.11a/b/g/n compatible","1"
"","MacBook Air (11-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP713?viewlocale=en_US&locale=en_US","Wireless","Bluetooth
Bluetooth 4.0 wireless technology","1"
"","MacBook Air (11-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP713?viewlocale=en_US&locale=en_US","Audio","Stereo speakers","1"
"","MacBook Air (11-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP713?viewlocale=en_US&locale=en_US","Audio","Dual microphones","1"
"","MacBook Air (11-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP713?viewlocale=en_US&locale=en_US","Audio","3.5 mm headphone jack","1"
"","MacBook Air (11-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP713?viewlocale=en_US&locale=en_US","Audio","Support for Apple iPhone headset with remote and microphone","1"
"","MacBook Air (11-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP713?viewlocale=en_US&locale=en_US","Keyboard and Trackpad","Full-size backlit keyboard with 78 (U.S.) or 79 (ISO) keys, including 12 function keys and 4 arrow keys (inverted “T” arrangement) with ambient light sensor","1"
"","MacBook Air (11-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP713?viewlocale=en_US&locale=en_US","Keyboard and Trackpad","Multi-Touch trackpad for precise cursor control; supports inertial scrolling, pinch, rotate, swipe, three‑finger swipe, four-finger swipe, tap, double-tap, and drag capabilities","1"
"","MacBook Air (11-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP713?viewlocale=en_US&locale=en_US","Electrical and Operating Requirements","Line voltage: 100-240V AC","1"
"","MacBook Air (11-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP713?viewlocale=en_US&locale=en_US","Electrical and Operating Requirements","Frequency: 50Hz to 60Hz","1"
"","MacBook Air (11-inch, Early 2015) - Technical Specifications","https://support.apple.com/kb/SP713?viewlocale=en_US&locale=en_US","Electrical and Operating Requirements","Operating temperature: 50° to 95° F (10° to 35° C)","1"
