"listingValue","product_name","product_url","product_features_name","product_features_Values_name","remove"
"","MacBook Air (Retina, 13-inch, 2020) - Technical Specifications","https://support.apple.com/kb/SP813?viewlocale=en_US&locale=en_US","Built-in Apps4","Podcasts","1"
"","MacBook Air (Retina, 13-inch, 2020) - Technical Specifications","https://support.apple.com/kb/SP813?viewlocale=en_US&locale=en_US","Built-in Apps4","Find My","1"
"","MacBook Air (Retina, 13-inch, 2020) - Technical Specifications","https://support.apple.com/kb/SP813?viewlocale=en_US&locale=en_US","Built-in Apps4","QuickTime Player","1"
"","MacBook Air (Retina, 13-inch, 2020) - Technical Specifications","https://support.apple.com/kb/SP813?viewlocale=en_US&locale=en_US","In the Box","MacBook Air","1"
"","MacBook Air (Retina, 13-inch, 2020) - Technical Specifications","https://support.apple.com/kb/SP813?viewlocale=en_US&locale=en_US","In the Box","30W USB-C Power Adapter","1"
"","MacBook Air (Retina, 13-inch, 2020) - Technical Specifications","https://support.apple.com/kb/SP813?viewlocale=en_US&locale=en_US","In the Box","USB-C Charge Cable (2 m)","1"
"","MacBook Air (Retina, 13-inch, 2020) - Technical Specifications","https://support.apple.com/kb/SP813?viewlocale=en_US&locale=en_US","Configure to Order","","1"
"","MacBook Air (Retina, 13-inch, 2020) - Technical Specifications","https://support.apple.com/kb/SP813?viewlocale=en_US&locale=en_US","MacBook Air and the Environment","","1"
"","MacBook Air (Retina, 13-inch, 2020) - Technical Specifications","https://support.apple.com/kb/SP813?viewlocale=en_US&locale=en_US","Acoustic Performance","","1"
"","MacBook Pro (16-inch, 2019) - Technical Specifications","https://support.apple.com/kb/SP809?viewlocale=en_US&locale=en_US","Finish","Silver","1"
"","MacBook Pro (16-inch, 2019) - Technical Specifications","https://support.apple.com/kb/SP809?viewlocale=en_US&locale=en_US","Finish","Space Gray","1"
"","MacBook Pro (16-inch, 2019) - Technical Specifications","https://support.apple.com/kb/SP809?viewlocale=en_US&locale=en_US","Display","Retina display","1"
"","MacBook Pro (16-inch, 2019) - Technical Specifications","https://support.apple.com/kb/SP809?viewlocale=en_US&locale=en_US","Display","16‑inch (diagonal) LED‑backlit display with IPS technology; 3072‑by‑1920 native resolution at 226 pixels per inch with support for millions of colors","1"
"","MacBook Pro (16-inch, 2019) - Technical Specifications","https://support.apple.com/kb/SP809?viewlocale=en_US&locale=en_US","Display","Supported scaled resolutions:
2048 x 1280
1792 x 1120
1344 x 840
1152 x 720","1"
"","MacBook Pro (16-inch, 2019) - Technical Specifications","https://support.apple.com/kb/SP809?viewlocale=en_US&locale=en_US","Display","500 nits brightness","1"
"","MacBook Pro (16-inch, 2019) - Technical Specifications","https://support.apple.com/kb/SP809?viewlocale=en_US&locale=en_US","Display","Wide color (P3)","1"
"","MacBook Pro (16-inch, 2019) - Technical Specifications","https://support.apple.com/kb/SP809?viewlocale=en_US&locale=en_US","Display","True Tone technology","1"
"","MacBook Pro (16-inch, 2019) - Technical Specifications","https://support.apple.com/kb/SP809?viewlocale=en_US&locale=en_US","Display","Refresh rates: 47.95Hz, 48.00Hz, 50.00Hz, 59.94Hz, 60.00Hz","1"
"","MacBook Pro (16-inch, 2019) - Technical Specifications","https://support.apple.com/kb/SP809?viewlocale=en_US&locale=en_US","Processor","2.6GHz
2.6GHz 6‑core Intel Core i7, Turbo Boost up to 4.5GHz, with 12MB shared L3 cache
Configurable to 2.4GHz 8‑core Intel Core i9, Turbo Boost up to 5.0GHz, with 16MB shared L3 cache","1"
"","MacBook Pro (16-inch, 2019) - Technical Specifications","https://support.apple.com/kb/SP809?viewlocale=en_US&locale=en_US","Processor","2.3GHz
2.3GHz 8‑core Intel Core i9, Turbo Boost up to 4.8GHz, with 16MB shared L3 cache
Configurable to 2.4GHz 8‑core Intel Core i9, Turbo Boost up to 5.0GHz, with 16MB shared L3 cache","1"
"","MacBook Pro (16-inch, 2019) - Technical Specifications","https://support.apple.com/kb/SP809?viewlocale=en_US&locale=en_US","Storage1","2.6GHz
512GB SSD
Configurable to 1TB, 2TB, 4TB, or 8TB SSD","1"
"","MacBook Pro (16-inch, 2019) - Technical Specifications","https://support.apple.com/kb/SP809?viewlocale=en_US&locale=en_US","Storage1","2.3GHz
1TB SSD
Configurable to 2TB, 4TB, or 8TB SSD","1"
"","MacBook Pro (16-inch, 2019) - Technical Specifications","https://support.apple.com/kb/SP809?viewlocale=en_US&locale=en_US","Memory","16GB of 2666MHz DDR4 onboard memory
Configurable to 32GB or 64GB of memory","1"
"","MacBook Pro (16-inch, 2019) - Technical Specifications","https://support.apple.com/kb/SP809?viewlocale=en_US&locale=en_US","Graphics","2.6GHz
AMD Radeon Pro 5300M with 4GB of GDDR6 memory and automatic graphics switching
Intel UHD Graphics 630
Configurable to AMD Radeon Pro 5500M with 4GB of GDDR6 memory, AMD Radeon Pro 5500M with 8GB of GDDR6 memory or AMD Radeon Pro 5600M with 8GB of HBM2 memory","1"
"","MacBook Pro (16-inch, 2019) - Technical Specifications","https://support.apple.com/kb/SP809?viewlocale=en_US&locale=en_US","Graphics","2.3GHz
AMD Radeon Pro 5500M with 4GB of GDDR6 memory and automatic graphics switching
Intel UHD Graphics 630
Configurable to AMD Radeon Pro 5500M with 8GB of GDDR6 memory or AMD Radeon Pro 5600M with 8GB of HBM2 memory","1"
"","MacBook Pro (16-inch, 2019) - Technical Specifications","https://support.apple.com/kb/SP809?viewlocale=en_US&locale=en_US","Charging and Expansion","","1"
"","MacBook Pro (16-inch, 2019) - Technical Specifications","https://support.apple.com/kb/SP809?viewlocale=en_US&locale=en_US","Keyboard and Trackpad","Backlit Magic Keyboard with:
65 (U.S.) or 66 (ISO) keys including 4 arrow keys in an inverted‑T arrangement
Touch Bar
Touch ID sensor
Ambient light sensor
Force Touch trackpad for precise cursor control and pressure-sensing capabilities; enables Force clicks, accelerators, pressure-sensitive drawing, and Multi-Touch gestures","1"
"","MacBook Pro (16-inch, 2019) - Technical Specifications","https://support.apple.com/kb/SP809?viewlocale=en_US&locale=en_US","Wireless","Wi‑Fi
802.11ac Wi‑Fi wireless networking; IEEE 802.11a/b/g/n compatible","1"
"","MacBook Pro (16-inch, 2019) - Technical Specifications","https://support.apple.com/kb/SP809?viewlocale=en_US&locale=en_US","Wireless","Bluetooth
Bluetooth 5.0 wireless technology","1"
"","MacBook Pro (16-inch, 2019) - Technical Specifications","https://support.apple.com/kb/SP809?viewlocale=en_US&locale=en_US","Camera","720p FaceTime HD camera","1"
"","MacBook Pro (16-inch, 2019) - Technical Specifications","https://support.apple.com/kb/SP809?viewlocale=en_US&locale=en_US","Video Support","","1"
"","MacBook Pro (16-inch, 2019) - Technical Specifications","https://support.apple.com/kb/SP809?viewlocale=en_US&locale=en_US","Audio","High‑fidelity six‑speaker system with force‑cancelling woofers","1"
"","MacBook Pro (16-inch, 2019) - Technical Specifications","https://support.apple.com/kb/SP809?viewlocale=en_US&locale=en_US","Audio","Wide stereo sound","1"
"","MacBook Pro (16-inch, 2019) - Technical Specifications","https://support.apple.com/kb/SP809?viewlocale=en_US&locale=en_US","Audio","Support for Dolby Atmos playback","1"
"","MacBook Pro (16-inch, 2019) - Technical Specifications","https://support.apple.com/kb/SP809?viewlocale=en_US&locale=en_US","Audio","Studio‑quality three-mic array with high signal-to-noise ratio and directional beamforming","1"
"","MacBook Pro (16-inch, 2019) - Technical Specifications","https://support.apple.com/kb/SP809?viewlocale=en_US&locale=en_US","Audio","3.5 mm headphone jack","1"
"","MacBook Pro (16-inch, 2019) - Technical Specifications","https://support.apple.com/kb/SP809?viewlocale=en_US&locale=en_US","Battery and Power2","Up to 11 hours wireless web","1"
"","MacBook Pro (16-inch, 2019) - Technical Specifications","https://support.apple.com/kb/SP809?viewlocale=en_US&locale=en_US","Battery and Power2","Up to 11 hours Apple TV app movie playback","1"
"","MacBook Pro (16-inch, 2019) - Technical Specifications","https://support.apple.com/kb/SP809?viewlocale=en_US&locale=en_US","Battery and Power2","Up to 30 days of standby time","1"
"","MacBook Pro (16-inch, 2019) - Technical Specifications","https://support.apple.com/kb/SP809?viewlocale=en_US&locale=en_US","Battery and Power2","Built‑in 100‑watt‑hour lithium‑polymer battery2","1"
"","MacBook Pro (16-inch, 2019) - Technical Specifications","https://support.apple.com/kb/SP809?viewlocale=en_US&locale=en_US","Battery and Power2","96W USB‑C Power Adapter","1"
"","MacBook Pro (16-inch, 2019) - Technical Specifications","https://support.apple.com/kb/SP809?viewlocale=en_US&locale=en_US","Operating Requirements","Line voltage: 100V to 240V AC","1"
"","MacBook Pro (16-inch, 2019) - Technical Specifications","https://support.apple.com/kb/SP809?viewlocale=en_US&locale=en_US","Operating Requirements","Frequency: 50Hz to 60Hz","1"
"","MacBook Pro (16-inch, 2019) - Technical Specifications","https://support.apple.com/kb/SP809?viewlocale=en_US&locale=en_US","Operating Requirements","Operating temperature: 50° to 95° F (10° to 35° C)","1"
"","MacBook Pro (16-inch, 2019) - Technical Specifications","https://support.apple.com/kb/SP809?viewlocale=en_US&locale=en_US","Operating Requirements","Storage temperature: -13° to 113° F (-25° to 45° C)","1"
"","MacBook Pro (16-inch, 2019) - Technical Specifications","https://support.apple.com/kb/SP809?viewlocale=en_US&locale=en_US","Operating Requirements","Relative humidity: 0% to 90% noncondensing","1"
"","MacBook Pro (16-inch, 2019) - Technical Specifications","https://support.apple.com/kb/SP809?viewlocale=en_US&locale=en_US","Operating Requirements","Operating altitude: tested up to 10,000 feet","1"
"","MacBook Pro (16-inch, 2019) - Technical Specifications","https://support.apple.com/kb/SP809?viewlocale=en_US&locale=en_US","Operating Requirements","Maximum storage altitude: 15,000 feet","1"
"","MacBook Pro (16-inch, 2019) - Technical Specifications","https://support.apple.com/kb/SP809?viewlocale=en_US&locale=en_US","Operating Requirements","Maximum shipping altitude: 35,000 feet","1"
"","MacBook Pro (16-inch, 2019) - Technical Specifications","https://support.apple.com/kb/SP809?viewlocale=en_US&locale=en_US","Size and Weight","Height: 0.64 inch (1.62 cm)","1"
"","MacBook Pro (16-inch, 2019) - Technical Specifications","https://support.apple.com/kb/SP809?viewlocale=en_US&locale=en_US","Size and Weight","Width: 14.09 inches (35.79 cm)","1"
"","MacBook Pro (16-inch, 2019) - Technical Specifications","https://support.apple.com/kb/SP809?viewlocale=en_US&locale=en_US","Size and Weight","Depth: 9.68 inches (24.59 cm)","1"
"","MacBook Pro (16-inch, 2019) - Technical Specifications","https://support.apple.com/kb/SP809?viewlocale=en_US&locale=en_US","Size and Weight","Weight: 4.3 pounds (2.0 kg)3","1"
"","MacBook Pro (16-inch, 2019) - Technical Specifications","https://support.apple.com/kb/SP809?viewlocale=en_US&locale=en_US","Operating System","","1"
"","MacBook Pro (16-inch, 2019) - Technical Specifications","https://support.apple.com/kb/SP809?viewlocale=en_US&locale=en_US","Accessibility","","1"
"","MacBook Pro (16-inch, 2019) - Technical Specifications","https://support.apple.com/kb/SP809?viewlocale=en_US&locale=en_US","Built-in Apps4","Photos","1"
"","MacBook Pro (16-inch, 2019) - Technical Specifications","https://support.apple.com/kb/SP809?viewlocale=en_US&locale=en_US","Built-in Apps4","iMovie","1"
"","MacBook Pro (16-inch, 2019) - Technical Specifications","https://support.apple.com/kb/SP809?viewlocale=en_US&locale=en_US","Built-in Apps4","GarageBand","1"
"","MacBook Pro (16-inch, 2019) - Technical Specifications","https://support.apple.com/kb/SP809?viewlocale=en_US&locale=en_US","Built-in Apps4","Pages","1"
"","MacBook Pro (16-inch, 2019) - Technical Specifications","https://support.apple.com/kb/SP809?viewlocale=en_US&locale=en_US","Built-in Apps4","Numbers","1"
"","MacBook Pro (16-inch, 2019) - Technical Specifications","https://support.apple.com/kb/SP809?viewlocale=en_US&locale=en_US","Built-in Apps4","Keynote","1"
"","MacBook Pro (16-inch, 2019) - Technical Specifications","https://support.apple.com/kb/SP809?viewlocale=en_US&locale=en_US","Built-in Apps4","Siri","1"
"","MacBook Pro (16-inch, 2019) - Technical Specifications","https://support.apple.com/kb/SP809?viewlocale=en_US&locale=en_US","Built-in Apps4","Safari","1"
"","MacBook Pro (16-inch, 2019) - Technical Specifications","https://support.apple.com/kb/SP809?viewlocale=en_US&locale=en_US","Built-in Apps4","Mail","1"
"","MacBook Pro (16-inch, 2019) - Technical Specifications","https://support.apple.com/kb/SP809?viewlocale=en_US&locale=en_US","Built-in Apps4","FaceTime","1"
"","MacBook Pro (16-inch, 2019) - Technical Specifications","https://support.apple.com/kb/SP809?viewlocale=en_US&locale=en_US","Built-in Apps4","Messages","1"
"","MacBook Pro (16-inch, 2019) - Technical Specifications","https://support.apple.com/kb/SP809?viewlocale=en_US&locale=en_US","Built-in Apps4","Maps","1"
"","MacBook Pro (16-inch, 2019) - Technical Specifications","https://support.apple.com/kb/SP809?viewlocale=en_US&locale=en_US","Built-in Apps4","News","1"
"","MacBook Pro (16-inch, 2019) - Technical Specifications","https://support.apple.com/kb/SP809?viewlocale=en_US&locale=en_US","Built-in Apps4","Stocks","1"
"","MacBook Pro (16-inch, 2019) - Technical Specifications","https://support.apple.com/kb/SP809?viewlocale=en_US&locale=en_US","Built-in Apps4","Home","1"
"","MacBook Pro (16-inch, 2019) - Technical Specifications","https://support.apple.com/kb/SP809?viewlocale=en_US&locale=en_US","Built-in Apps4","Voice Memos","1"
"","MacBook Pro (16-inch, 2019) - Technical Specifications","https://support.apple.com/kb/SP809?viewlocale=en_US&locale=en_US","Built-in Apps4","Notes","1"
"","MacBook Pro (16-inch, 2019) - Technical Specifications","https://support.apple.com/kb/SP809?viewlocale=en_US&locale=en_US","Built-in Apps4","Calendar","1"
"","MacBook Pro (16-inch, 2019) - Technical Specifications","https://support.apple.com/kb/SP809?viewlocale=en_US&locale=en_US","Built-in Apps4","Contacts","1"
"","MacBook Pro (16-inch, 2019) - Technical Specifications","https://support.apple.com/kb/SP809?viewlocale=en_US&locale=en_US","Built-in Apps4","Reminders","1"
"","MacBook Pro (16-inch, 2019) - Technical Specifications","https://support.apple.com/kb/SP809?viewlocale=en_US&locale=en_US","Built-in Apps4","Photo Booth","1"
"","MacBook Pro (16-inch, 2019) - Technical Specifications","https://support.apple.com/kb/SP809?viewlocale=en_US&locale=en_US","Built-in Apps4","Preview","1"
"","MacBook Pro (16-inch, 2019) - Technical Specifications","https://support.apple.com/kb/SP809?viewlocale=en_US&locale=en_US","Built-in Apps4","Music","1"
"","MacBook Pro (16-inch, 2019) - Technical Specifications","https://support.apple.com/kb/SP809?viewlocale=en_US&locale=en_US","Built-in Apps4","Podcasts","1"
"","MacBook Pro (16-inch, 2019) - Technical Specifications","https://support.apple.com/kb/SP809?viewlocale=en_US&locale=en_US","Built-in Apps4","TV","1"
"","MacBook Pro (16-inch, 2019) - Technical Specifications","https://support.apple.com/kb/SP809?viewlocale=en_US&locale=en_US","Built-in Apps4","Books","1"
"","MacBook Pro (16-inch, 2019) - Technical Specifications","https://support.apple.com/kb/SP809?viewlocale=en_US&locale=en_US","Built-in Apps4","App Store","1"
"","MacBook Pro (16-inch, 2019) - Technical Specifications","https://support.apple.com/kb/SP809?viewlocale=en_US&locale=en_US","Built-in Apps4","Time Machine","1"
"","MacBook Pro (16-inch, 2019) - Technical Specifications","https://support.apple.com/kb/SP809?viewlocale=en_US&locale=en_US","Built-in Apps4","Find My","1"
"","MacBook Pro (16-inch, 2019) - Technical Specifications","https://support.apple.com/kb/SP809?viewlocale=en_US&locale=en_US","Built-in Apps4","QuickTime Player","1"
"","MacBook Pro (16-inch, 2019) - Technical Specifications","https://support.apple.com/kb/SP809?viewlocale=en_US&locale=en_US","In the Box","16‑inch MacBook Pro","1"
"","MacBook Pro (16-inch, 2019) - Technical Specifications","https://support.apple.com/kb/SP809?viewlocale=en_US&locale=en_US","In the Box","96W USB‑C Power Adapter","1"
"","MacBook Pro (16-inch, 2019) - Technical Specifications","https://support.apple.com/kb/SP809?viewlocale=en_US&locale=en_US","In the Box","USB-C Charge Cable (2 m)","1"
"","MacBook Pro (16-inch, 2019) - Technical Specifications","https://support.apple.com/kb/SP809?viewlocale=en_US&locale=en_US","Configure to Order","","1"
"","MacBook Pro (16-inch, 2019) - Technical Specifications","https://support.apple.com/kb/SP809?viewlocale=en_US&locale=en_US","MacBook Pro and the Environment","","1"
"","MacBook Pro (16-inch, 2019) - Technical Specifications","https://support.apple.com/kb/SP809?viewlocale=en_US&locale=en_US","Acoustic Performance","","1"
"","MacBook Pro (13-inch, 2019, Two Thunderbolt 3 ports) - Technical Specifications","https://support.apple.com/kb/SP799?viewlocale=en_US&locale=en_US","Touch Bar","Touch Bar with integrated Touch ID sensor","1"
"","MacBook Pro (13-inch, 2019, Two Thunderbolt 3 ports) - Technical Specifications","https://support.apple.com/kb/SP799?viewlocale=en_US&locale=en_US","Finish","Silver","1"
"","MacBook Pro (13-inch, 2019, Two Thunderbolt 3 ports) - Technical Specifications","https://support.apple.com/kb/SP799?viewlocale=en_US&locale=en_US","Finish","Space Gray","1"
"","MacBook Pro (13-inch, 2019, Two Thunderbolt 3 ports) - Technical Specifications","https://support.apple.com/kb/SP799?viewlocale=en_US&locale=en_US","Display","Retina display","1"
"","MacBook Pro (13-inch, 2019, Two Thunderbolt 3 ports) - Technical Specifications","https://support.apple.com/kb/SP799?viewlocale=en_US&locale=en_US","Display","13.3-inch (diagonal) LED-backlit display with IPS technology; 2560-by-1600 native resolution at 227 pixels per inch with support for millions of colors","1"
"","MacBook Pro (13-inch, 2019, Two Thunderbolt 3 ports) - Technical Specifications","https://support.apple.com/kb/SP799?viewlocale=en_US&locale=en_US","Display","Supported scaled resolutions:
1680 by 1050
1440 by 900
1024 by 640","1"
"","MacBook Pro (13-inch, 2019, Two Thunderbolt 3 ports) - Technical Specifications","https://support.apple.com/kb/SP799?viewlocale=en_US&locale=en_US","Display","500 nits brightness","1"
"","MacBook Pro (13-inch, 2019, Two Thunderbolt 3 ports) - Technical Specifications","https://support.apple.com/kb/SP799?viewlocale=en_US&locale=en_US","Display","Wide color (P3)","1"
"","MacBook Pro (13-inch, 2019, Two Thunderbolt 3 ports) - Technical Specifications","https://support.apple.com/kb/SP799?viewlocale=en_US&locale=en_US","Display","True Tone technology","1"
"","MacBook Pro (13-inch, 2019, Two Thunderbolt 3 ports) - Technical Specifications","https://support.apple.com/kb/SP799?viewlocale=en_US&locale=en_US","Processor","1.4GHz quad-core Intel Core i5, Turbo Boost up to 3.9GHz, with 128MB of eDRAM
Configurable to 1.7GHz quad-core Intel Core i7, Turbo Boost up to 4.5GHz, with 128MB of eDRAM","1"
"","MacBook Pro (13-inch, 2019, Two Thunderbolt 3 ports) - Technical Specifications","https://support.apple.com/kb/SP799?viewlocale=en_US&locale=en_US","Storage1","128GB SSD
Configurable to 256GB, 512GB, 1TB, or 2TB SSD","1"
"","MacBook Pro (13-inch, 2019, Two Thunderbolt 3 ports) - Technical Specifications","https://support.apple.com/kb/SP799?viewlocale=en_US&locale=en_US","Memory","8GB of 2133MHz LPDDR3 onboard memory
Configurable to 16GB of memory","1"
"","MacBook Pro (13-inch, 2019, Two Thunderbolt 3 ports) - Technical Specifications","https://support.apple.com/kb/SP799?viewlocale=en_US&locale=en_US","Graphics","Intel Iris Plus Graphics 645","1"
"","MacBook Pro (13-inch, 2019, Two Thunderbolt 3 ports) - Technical Specifications","https://support.apple.com/kb/SP799?viewlocale=en_US&locale=en_US","Charging and Expansion","","1"
"","MacBook Pro (13-inch, 2019, Two Thunderbolt 3 ports) - Technical Specifications","https://support.apple.com/kb/SP799?viewlocale=en_US&locale=en_US","Keyboard and Trackpad","Full-size backlit keyboard with:
64 (U.S.) or 65 (ISO) keys including 4 arrow keys
Touch Bar with integrated Touch ID sensor
Ambient light sensor
Force Touch trackpad for precise cursor control and pressure-sensing capabilities; enables Force clicks, accelerators, pressure-sensitive drawing, and Multi-Touch gestures","1"
"","MacBook Pro (13-inch, 2019, Two Thunderbolt 3 ports) - Technical Specifications","https://support.apple.com/kb/SP799?viewlocale=en_US&locale=en_US","Wireless","Wi-Fi
802.11ac Wi-Fi wireless networking; IEEE 802.11a/b/g/n compatible","1"
"","MacBook Pro (13-inch, 2019, Two Thunderbolt 3 ports) - Technical Specifications","https://support.apple.com/kb/SP799?viewlocale=en_US&locale=en_US","Wireless","Bluetooth
Bluetooth 5.0 wireless technology","1"
"","MacBook Pro (13-inch, 2019, Two Thunderbolt 3 ports) - Technical Specifications","https://support.apple.com/kb/SP799?viewlocale=en_US&locale=en_US","Camera","720p FaceTime HD camera","1"
"","MacBook Pro (13-inch, 2019, Two Thunderbolt 3 ports) - Technical Specifications","https://support.apple.com/kb/SP799?viewlocale=en_US&locale=en_US","Video Support","","1"
"","MacBook Pro (13-inch, 2019, Two Thunderbolt 3 ports) - Technical Specifications","https://support.apple.com/kb/SP799?viewlocale=en_US&locale=en_US","Audio","Stereo speakers with high dynamic range","1"
"","MacBook Pro (13-inch, 2019, Two Thunderbolt 3 ports) - Technical Specifications","https://support.apple.com/kb/SP799?viewlocale=en_US&locale=en_US","Audio","Three microphones","1"
"","MacBook Pro (13-inch, 2019, Two Thunderbolt 3 ports) - Technical Specifications","https://support.apple.com/kb/SP799?viewlocale=en_US&locale=en_US","Audio","3.5 mm headphone jack","1"
"","MacBook Pro (13-inch, 2019, Two Thunderbolt 3 ports) - Technical Specifications","https://support.apple.com/kb/SP799?viewlocale=en_US&locale=en_US","Battery and Power2","Up to 10 hours wireless web","1"
"","MacBook Pro (13-inch, 2019, Two Thunderbolt 3 ports) - Technical Specifications","https://support.apple.com/kb/SP799?viewlocale=en_US&locale=en_US","Battery and Power2","Up to 10 hours iTunes movie playback","1"
"","MacBook Pro (13-inch, 2019, Two Thunderbolt 3 ports) - Technical Specifications","https://support.apple.com/kb/SP799?viewlocale=en_US&locale=en_US","Battery and Power2","Up to 30 days of standby time","1"
"","MacBook Pro (13-inch, 2019, Two Thunderbolt 3 ports) - Technical Specifications","https://support.apple.com/kb/SP799?viewlocale=en_US&locale=en_US","Battery and Power2","Built-in 58.2-watt-hour lithium-polymer battery","1"
"","MacBook Pro (13-inch, 2019, Two Thunderbolt 3 ports) - Technical Specifications","https://support.apple.com/kb/SP799?viewlocale=en_US&locale=en_US","Battery and Power2","61W USB-C Power Adapter","1"
"","MacBook Pro (13-inch, 2019, Two Thunderbolt 3 ports) - Technical Specifications","https://support.apple.com/kb/SP799?viewlocale=en_US&locale=en_US","Operating Requirements","Line voltage: 100V to 240V AC","1"
"","MacBook Pro (13-inch, 2019, Two Thunderbolt 3 ports) - Technical Specifications","https://support.apple.com/kb/SP799?viewlocale=en_US&locale=en_US","Operating Requirements","Frequency: 50Hz to 60Hz","1"
"","MacBook Pro (13-inch, 2019, Two Thunderbolt 3 ports) - Technical Specifications","https://support.apple.com/kb/SP799?viewlocale=en_US&locale=en_US","Operating Requirements","Operating temperature: 50° to 95° F (10° to 35° C)","1"
"","MacBook Pro (13-inch, 2019, Two Thunderbolt 3 ports) - Technical Specifications","https://support.apple.com/kb/SP799?viewlocale=en_US&locale=en_US","Operating Requirements","Storage temperature: -13° to 113° F (-25° to 45° C)","1"
"","MacBook Pro (13-inch, 2019, Two Thunderbolt 3 ports) - Technical Specifications","https://support.apple.com/kb/SP799?viewlocale=en_US&locale=en_US","Operating Requirements","Relative humidity: 0% to 90% noncondensing","1"
"","MacBook Pro (13-inch, 2019, Two Thunderbolt 3 ports) - Technical Specifications","https://support.apple.com/kb/SP799?viewlocale=en_US&locale=en_US","Operating Requirements","Operating altitude: tested up to 10,000 feet","1"
"","MacBook Pro (13-inch, 2019, Two Thunderbolt 3 ports) - Technical Specifications","https://support.apple.com/kb/SP799?viewlocale=en_US&locale=en_US","Operating Requirements","Maximum storage altitude: 15,000 feet","1"
"","MacBook Pro (13-inch, 2019, Two Thunderbolt 3 ports) - Technical Specifications","https://support.apple.com/kb/SP799?viewlocale=en_US&locale=en_US","Operating Requirements","Maximum shipping altitude: 35,000 feet","1"
"","MacBook Pro (13-inch, 2019, Two Thunderbolt 3 ports) - Technical Specifications","https://support.apple.com/kb/SP799?viewlocale=en_US&locale=en_US","Size and Weight","Height: 0.59 inch (1.49 cm)","1"
"","MacBook Pro (13-inch, 2019, Two Thunderbolt 3 ports) - Technical Specifications","https://support.apple.com/kb/SP799?viewlocale=en_US&locale=en_US","Size and Weight","Width: 11.97 inches (30.41 cm)","1"
"","MacBook Pro (13-inch, 2019, Two Thunderbolt 3 ports) - Technical Specifications","https://support.apple.com/kb/SP799?viewlocale=en_US&locale=en_US","Size and Weight","Depth: 8.36 inches (21.24 cm)","1"
"","MacBook Pro (13-inch, 2019, Two Thunderbolt 3 ports) - Technical Specifications","https://support.apple.com/kb/SP799?viewlocale=en_US&locale=en_US","Size and Weight","Weight: 3.02 pounds (1.37 kg)3","1"
"","MacBook Pro (13-inch, 2019, Two Thunderbolt 3 ports) - Technical Specifications","https://support.apple.com/kb/SP799?viewlocale=en_US&locale=en_US","Operating System","","1"
"","MacBook Pro (13-inch, 2019, Two Thunderbolt 3 ports) - Technical Specifications","https://support.apple.com/kb/SP799?viewlocale=en_US&locale=en_US","Accessibility","","1"
"","MacBook Pro (13-inch, 2019, Two Thunderbolt 3 ports) - Technical Specifications","https://support.apple.com/kb/SP799?viewlocale=en_US&locale=en_US","Built-in Apps4","Photos","1"
"","MacBook Pro (13-inch, 2019, Two Thunderbolt 3 ports) - Technical Specifications","https://support.apple.com/kb/SP799?viewlocale=en_US&locale=en_US","Built-in Apps4","iMovie","1"
"","MacBook Pro (13-inch, 2019, Two Thunderbolt 3 ports) - Technical Specifications","https://support.apple.com/kb/SP799?viewlocale=en_US&locale=en_US","Built-in Apps4","GarageBand","1"
"","MacBook Pro (13-inch, 2019, Two Thunderbolt 3 ports) - Technical Specifications","https://support.apple.com/kb/SP799?viewlocale=en_US&locale=en_US","Built-in Apps4","Pages","1"
"","MacBook Pro (13-inch, 2019, Two Thunderbolt 3 ports) - Technical Specifications","https://support.apple.com/kb/SP799?viewlocale=en_US&locale=en_US","Built-in Apps4","Numbers","1"
"","MacBook Pro (13-inch, 2019, Two Thunderbolt 3 ports) - Technical Specifications","https://support.apple.com/kb/SP799?viewlocale=en_US&locale=en_US","Built-in Apps4","Keynote","1"
"","MacBook Pro (13-inch, 2019, Two Thunderbolt 3 ports) - Technical Specifications","https://support.apple.com/kb/SP799?viewlocale=en_US&locale=en_US","Built-in Apps4","Siri","1"
"","MacBook Pro (13-inch, 2019, Two Thunderbolt 3 ports) - Technical Specifications","https://support.apple.com/kb/SP799?viewlocale=en_US&locale=en_US","Built-in Apps4","Safari","1"
"","MacBook Pro (13-inch, 2019, Two Thunderbolt 3 ports) - Technical Specifications","https://support.apple.com/kb/SP799?viewlocale=en_US&locale=en_US","Built-in Apps4","Mail","1"
"","MacBook Pro (13-inch, 2019, Two Thunderbolt 3 ports) - Technical Specifications","https://support.apple.com/kb/SP799?viewlocale=en_US&locale=en_US","Built-in Apps4","FaceTime","1"
"","MacBook Pro (13-inch, 2019, Two Thunderbolt 3 ports) - Technical Specifications","https://support.apple.com/kb/SP799?viewlocale=en_US&locale=en_US","Built-in Apps4","Messages","1"
"","MacBook Pro (13-inch, 2019, Two Thunderbolt 3 ports) - Technical Specifications","https://support.apple.com/kb/SP799?viewlocale=en_US&locale=en_US","Built-in Apps4","Maps","1"
"","MacBook Pro (13-inch, 2019, Two Thunderbolt 3 ports) - Technical Specifications","https://support.apple.com/kb/SP799?viewlocale=en_US&locale=en_US","Built-in Apps4","News","1"
"","MacBook Pro (13-inch, 2019, Two Thunderbolt 3 ports) - Technical Specifications","https://support.apple.com/kb/SP799?viewlocale=en_US&locale=en_US","Built-in Apps4","Stocks","1"
